,Unnamed: 0,AS,AW,Unnamed: 0.1,date,evening,max,min,morning
2028,2028.0,39.0,-99.9,2028.0,2001-07-21,91.7,28.3,19.7,88.5
2029,2029.0,3.3,0.6,2029.0,2001-07-22,75.5,29.5,20.0,86.9
2030,2030.0,0.5,1.3,2030.0,2001-07-23,83.9,29.2,20.5,89.9
2031,2031.0,9.6,1.2,2031.0,2001-07-24,90.1,28.6,20.0,97.3
2032,2032.0,9.4,-99.9,2032.0,2001-07-25,76.0,30.0,20.4,93.1
2033,2033.0,0.0,-99.9,2033.0,2001-07-26,87.1,26.3,20.6,84.0
2034,2034.0,36.4,0.2,2034.0,2001-07-27,89.2,27.4,20.0,91.6
2035,2035.0,29.6,0.7,2035.0,2001-07-28,73.2,27.6,20.1,98.2
2036,2036.0,16.8,0.4,2036.0,2001-07-29,83.9,24.0,20.0,98.2
2037,2037.0,19.2,0.5,2037.0,2001-07-30,88.5,26.7,19.2,94.7
2038,2038.0,3.8,0.4,2038.0,2001-07-31,92.3,27.0,20.5,86.8
2039,2039.0,7.5,0.2,2039.0,2001-08-01,68.3,29.6,20.3,93.1
2040,2040.0,,0.5,2040.0,2001-08-02,66.6,31.7,21.0,86.1
2041,2041.0,20.8,0.8,2041.0,2001-08-03,74.9,30.0,18.5,83.6
2042,2042.0,7.8,0.9,2042.0,2001-08-04,77.3,28.7,19.0,94.6
2043,2043.0,0.3,0.7,2043.0,2001-08-05,79.4,28.0,19.7,85.2
2044,2044.0,10.8,0.7,2044.0,2001-08-06,70.5,29.4,19.4,91.4
2045,2045.0,19.6,0.6,2045.0,2001-08-07,70.5,30.8,19.4,93.9
2046,2046.0,0.7,1.2,2046.0,2001-08-08,80.5,30.1,20.4,83.9
2047,2047.0,37.4,1,2047.0,2001-08-09,72.2,29.2,19.7,98.2
2048,2048.0,3.2,0.8,2048.0,2001-08-10,73.8,29.0,20.0,93.0
2049,2049.0,62.8,0.5,2049.0,2001-08-11,79.7,27.5,19.4,98.2
2050,2050.0,0.6,0.5,2050.0,2001-08-12,84.4,30.3,20.7,83.8
2051,2051.0,5.8,1.4,2051.0,2001-08-13,77.6,30.9,19.4,90.0
2052,2052.0,,1.3,2052.0,2001-08-14,80.6,29.7,20.6,83.6
2053,2053.0,22.2,1.1,2053.0,2001-08-15,71.5,31.5,20.2,91.6
2054,2054.0,36.4,0.7,2054.0,2001-08-16,79.4,28.5,20.7,97.4
2055,2055.0,27.2,0.8,2055.0,2001-08-17,88.6,28.4,20.2,86.5
2056,2056.0,2.0,0.5,2056.0,2001-08-18,77.9,29.1,20.4,90.7
2057,2057.0,26.7,0.5,2057.0,2001-08-19,83.0,28.2,20.5,93.2
2058,2058.0,11.4,0.5,2058.0,2001-08-20,92.9,24.0,20.0,96.5
2059,2059.0,63.0,0.3,2059.0,2001-08-21,75.7,26.0,19.3,98.2
2060,2060.0,2.8,0.3,2060.0,2001-08-22,88.5,26.8,19.8,95.6
2061,2061.0,1.8,-99.9,2061.0,2001-08-23,74.7,30.0,19.2,89.2
2062,2062.0,0.8,-99.9,2062.0,2001-08-24,68.5,31.3,20.3,88.2
2063,2063.0,0.0,-99.9,2063.0,2001-08-25,95.6,28.6,19.6,89.9
2064,2064.0,59.2,-99.9,2064.0,2001-08-26,75.9,28.4,19.7,98.2
2065,2065.0,0.3,0.5,2065.0,2001-08-27,83.6,28.6,19.5,89.9
2066,2066.0,1.8,1,2066.0,2001-08-28,76.4,30.0,19.0,85.5
2067,2067.0,4.4,1,2067.0,2001-08-29,77.0,30.0,19.9,87.5
2068,2068.0,4.0,0.6,2068.0,2001-08-30,88.2,27.4,20.2,91.0
2069,2069.0,7.6,0.7,2069.0,2001-08-31,94.7,23.6,20.0,89.9
2070,2070.0,4.8,0.1,2070.0,2001-09-01,92.5,27.0,19.0,95.6
2071,2071.0,3.4,0.7,2071.0,2001-09-02,78.3,28.4,20.3,91.4
2072,2072.0,3.6,0.6,2072.0,2001-09-03,83.3,24.8,20.0,96.4
2073,2073.0,7.3,0.2,2073.0,2001-09-04,91.2,29.5,18.1,98.2
2074,2074.0,56.2,0.9,2074.0,2001-09-05,74.2,28.6,19.2,91.4
2075,2075.0,6.5,0.5,2075.0,2001-09-06,88.2,28.0,19.2,94.6
2076,2076.0,0.6,0.6,2076.0,2001-09-07,75.3,28.5,19.5,85.1
2077,2077.0,0.0,0.5,2077.0,2001-09-08,83.0,24.4,19.5,89.9
2078,2078.0,14.5,0.4,2078.0,2001-09-09,89.4,29.0,18.2,88.0
2079,2079.0,18.0,0.8,2079.0,2001-09-10,86.8,25.0,18.4,91.3
2080,2080.0,4.4,0.3,2080.0,2001-09-11,91.2,26.5,18.8,96.4
2081,2081.0,12.2,0.4,2081.0,2001-09-12,68.2,28.6,17.8,98.1
2082,2082.0,,0.4,2082.0,2001-09-13,82.4,29.6,19.0,88.1
2083,2083.0,,0.7,2083.0,2001-09-14,89.9,29.6,18.0,91.1
2084,2084.0,0.2,0.8,2084.0,2001-09-15,76.0,28.3,18.8,96.5
2085,2085.0,0.0,1.3,2085.0,2001-09-16,70.4,29.2,17.6,83.0
2086,2086.0,,0.9,2086.0,2001-09-17,61.8,29.4,15.4,90.8
2087,2087.0,0.0,0.9,2087.0,2001-09-18,68.9,30.4,15.7,91.0
2088,2088.0,0.0,0.9,2088.0,2001-09-19,75.7,29.0,17.8,88.0
2089,2089.0,0.0,0.5,2089.0,2001-09-20,71.6,30.7,18.9,93.0
2090,2090.0,0.0,0.6,2090.0,2001-09-21,78.4,30.1,19.3,91.4
2091,2091.0,,1.2,2091.0,2001-09-22,77.5,28.0,19.0,86.4
2092,2092.0,1.6,0.6,2092.0,2001-09-23,71.6,30.3,18.6,98.2
2093,2093.0,,0.7,2093.0,2001-09-24,74.0,29.4,18.6,93.8
2094,2094.0,0.0,0.7,2094.0,2001-09-25,69.8,30.3,17.2,91.9
2095,2095.0,0.0,0.8,2095.0,2001-09-26,64.7,30.6,17.2,91.3
2096,2096.0,0.6,0.8,2096.0,2001-09-27,67.4,31.0,18.6,89.5
2097,2097.0,,1.1,2097.0,2001-09-28,63.6,30.5,16.8,78.2
2098,2098.0,0.0,1.1,2098.0,2001-09-29,85.9,25.0,18.2,95.4
2099,2099.0,0.8,0.5,2099.0,2001-09-30,85.3,23.8,16.9,91.0
2100,2100.0,0.0,0.5,2100.0,2001-10-01,64.4,28.4,17.2,86.0
2101,2101.0,7.4,0.8,2101.0,2001-10-02,91.0,22.6,18.2,98.2
2102,2102.0,12.3,0.5,2102.0,2001-10-03,62.6,30.0,17.0,89.8
2103,2103.0,0.0,0.7,2103.0,2001-10-04,76.0,27.6,18.7,86.4
2104,2104.0,0.0,1.1,2104.0,2001-10-05,72.5,29.9,17.0,93.6
2105,2105.0,0.0,0.8,2105.0,2001-10-06,69.7,29.3,16.7,98.2
2106,2106.0,0.0,0.7,2106.0,2001-10-07,67.5,30.0,17.7,86.6
2107,2107.0,0.0,0.8,2107.0,2001-10-08,73.0,29.0,18.2,87.7
2108,2108.0,0.0,0.9,2108.0,2001-10-09,60.9,28.6,16.7,94.4
2109,2109.0,0.0,0.6,2109.0,2001-10-10,69.2,28.1,13.7,87.7
2110,2110.0,0.0,0.7,2110.0,2001-10-11,75.8,26.6,15.6,90.8
2111,2111.0,0.0,0.8,2111.0,2001-10-12,61.3,28.4,13.0,91.0
2112,2112.0,0.0,0.8,2112.0,2001-10-13,65.1,27.7,12.0,86.1
2113,2113.0,0.0,0.9,2113.0,2001-10-14,68.4,28.2,12.4,96.0
2114,2114.0,0.0,0.7,2114.0,2001-10-15,60.3,26.0,14.3,96.0
2115,2115.0,0.0,0.7,2115.0,2001-10-16,62.5,27.8,13.0,85.1
2116,2116.0,0.0,0.9,2116.0,2001-10-17,66.4,26.8,11.2,97.9
2117,2117.0,0.0,0.7,2117.0,2001-10-18,64.5,26.3,12.5,89.9
2118,2118.0,0.0,0.7,2118.0,2001-10-19,72.4,28.3,12.0,97.9
2119,2119.0,0.0,0.6,2119.0,2001-10-20,69.9,28.1,14.5,94.2
2120,2120.0,0.0,0.8,2120.0,2001-10-21,61.4,28.0,13.7,96.1
2121,2121.0,0.0,1,2121.0,2001-10-22,69.6,28.3,12.4,95.8
2122,2122.0,0.0,0.8,2122.0,2001-10-23,59.1,28.6,11.5,96.8
2123,2123.0,0.0,0.8,2123.0,2001-10-24,55.2,28.5,11.0,98.9
2124,2124.0,0.0,0.7,2124.0,2001-10-25,57.9,28.5,11.2,86.4
2125,2125.0,0.0,0.9,2125.0,2001-10-26,56.3,28.2,12.0,92.2
2126,2126.0,0.0,0.4,2126.0,2001-10-27,62.0,29.0,11.2,94.9
2127,2127.0,0.0,0.8,2127.0,2001-10-28,50.9,27.0,11.6,90.0
2128,2128.0,0.0,1.1,2128.0,2001-10-29,67.6,27.4,10.6,95.8
2129,2129.0,0.0,-99.9,2129.0,2001-10-30,74.3,27.0,12.2,95.9
2130,2130.0,0.0,-99.9,2130.0,2001-10-31,67.5,27.3,11.8,100.0
2131,2131.0,0.0,0.7,2131.0,2001-11-01,69.8,27.0,13.7,93.0
2132,2132.0,0.0,0.7,2132.0,2001-11-02,71.0,27.4,13.6,96.0
2133,2133.0,0.0,0.7,2133.0,2001-11-03,63.3,26.5,11.0,95.7
2134,2134.0,0.0,0.5,2134.0,2001-11-04,66.0,27.0,10.6,95.8
2135,2135.0,0.0,0.8,2135.0,2001-11-05,69.1,22.5,13.3,89.6
2136,2136.0,0.0,0.4,2136.0,2001-11-06,71.9,24.4,8.5,97.6
2137,2137.0,,0.6,2137.0,2001-11-07,64.2,25.6,7.4,94.3
2138,2138.0,0.0,0.7,2138.0,2001-11-08,65.1,25.0,7.6,96.5
2139,2139.0,0.0,0.7,2139.0,2001-11-09,58.1,25.5,8.4,97.6
2140,2140.0,0.0,0.6,2140.0,2001-11-10,60.1,25.5,7.5,96.4
2141,2141.0,0.0,0.8,2141.0,2001-11-11,57.7,26.0,7.4,95.2
2142,2142.0,0.0,0.7,2142.0,2001-11-12,58.1,26.5,8.0,91.8
2143,2143.0,0.0,0.7,2143.0,2001-11-13,62.9,27.2,7.8,97.6
2144,2144.0,0.0,0.6,2144.0,2001-11-14,64.8,26.1,8.5,100.0
2145,2145.0,0.0,0.8,2145.0,2001-11-15,65.5,25.5,8.6,97.7
2146,2146.0,0.0,0.6,2146.0,2001-11-16,67.2,24.7,8.5,97.6
2147,2147.0,0.0,0.8,2147.0,2001-11-17,64.6,25.2,9.0,96.5
2148,2148.0,0.0,0.6,2148.0,2001-11-18,67.3,25.5,7.8,95.2
2149,2149.0,0.0,0.6,2149.0,2001-11-19,71.3,24.8,8.6,95.5
2150,2150.0,0.0,0.5,2150.0,2001-11-20,69.3,24.0,8.3,97.6
2151,2151.0,0.0,1.3,2151.0,2001-11-21,63.2,23.9,8.3,97.7
2152,2152.0,0.0,0.7,2152.0,2001-11-22,58.9,23.2,7.0,89.0
2153,2153.0,0.0,0.8,2153.0,2001-11-23,60.1,25.0,6.0,97.4
2154,2154.0,0.0,0.7,2154.0,2001-11-24,63.3,25.6,6.2,97.3
2155,2155.0,0.0,0.7,2155.0,2001-11-25,86.6,23.8,6.0,96.4
2156,2156.0,0.0,0.8,2156.0,2001-11-26,62.3,23.0,5.5,100.0
2157,2157.0,0.0,0.7,2157.0,2001-11-27,61.9,22.8,5.3,97.4
2158,2158.0,0.0,0.7,2158.0,2001-11-28,61.9,23.0,3.2,100.0
2159,2159.0,0.0,0.7,2159.0,2001-11-29,62.3,21.5,4.2,98.6
2160,2160.0,0.0,0.6,2160.0,2001-11-30,68.7,20.4,5.0,100.0
2161,2161.0,0.0,0.6,2161.0,2001-12-01,64.2,20.4,5.2,100.0
2162,2162.0,0.0,0.5,2162.0,2001-12-02,66.7,20.3,7.4,98.8
2163,2163.0,0.0,0.8,2163.0,2001-12-03,72.1,20.8,5.0,100.0
2164,2164.0,0.0,0.9,2164.0,2001-12-04,62.3,20.2,4.6,98.6
2165,2165.0,0.0,0.3,2165.0,2001-12-05,72.8,19.9,7.0,97.5
2166,2166.0,0.0,0.5,2166.0,2001-12-06,75.6,19.6,7.5,95.1
2167,2167.0,0.0,0.6,2167.0,2001-12-07,70.1,19.2,5.0,100.0
2168,2168.0,0.0,0.7,2168.0,2001-12-08,70.1,18.0,4.5,100.0
2169,2169.0,0.0,0.5,2169.0,2001-12-09,68.5,19.2,5.5,100.0
2170,2170.0,0.0,0.5,2170.0,2001-12-10,61.9,20.4,4.0,100.0
2171,2171.0,0.0,0.4,2171.0,2001-12-11,62.1,21.0,3.7,100.0
2172,2172.0,0.0,0.9,2172.0,2001-12-12,53.1,22.0,3.3,100.0
2173,2173.0,0.0,0.7,2173.0,2001-12-13,66.7,18.4,5.3,98.6
2174,2174.0,0.0,0.3,2174.0,2001-12-14,72.1,22.0,2.7,100.0
2175,2175.0,0.0,1,2175.0,2001-12-15,64.4,21.1,3.0,100.0
2176,2176.0,0.0,0.8,2176.0,2001-12-16,60.6,21.4,3.2,100.0
2177,2177.0,0.0,0.6,2177.0,2001-12-17,61.4,21.6,3.5,100.0
2178,2178.0,0.0,0.8,2178.0,2001-12-18,48.8,21.6,2.5,100.0
2179,2179.0,0.0,0.7,2179.0,2001-12-19,56.6,20.9,2.3,100.0
2180,2180.0,0.0,0.7,2180.0,2001-12-20,45.3,23.5,2.2,96.9
2181,2181.0,0.0,0.7,2181.0,2001-12-21,45.3,24.0,1.6,100.0
2182,2182.0,0.0,0.6,2182.0,2001-12-22,72.5,23.0,2.0,100.0
2183,2183.0,0.0,0.9,2183.0,2001-12-23,59.3,22.0,1.6,90.5
2184,2184.0,0.0,0.8,2184.0,2001-12-24,60.4,19.6,1.6,96.7
2185,2185.0,0.0,0.7,2185.0,2001-12-25,58.3,21.8,2.3,100.0
2186,2186.0,0.0,0.8,2186.0,2001-12-26,58.9,20.2,2.5,100.0
2187,2187.0,0.0,0.8,2187.0,2001-12-27,60.0,18.2,3.4,100.0
2188,2188.0,0.0,0.8,2188.0,2001-12-28,56.0,19.0,1.0,100.0
2189,2189.0,0.0,0.9,2189.0,2001-12-29,58.7,18.5,1.0,100.0
2190,2190.0,0.0,1,2190.0,2001-12-30,49.0,20.1,-0.1,100.0
2191,2191.0,0.0,0.7,2191.0,2001-12-31,46.4,22.1,-0.5,100.0
2192,2192.0,0.0,0.9,2192.0,2002-01-01,44.0,21.7,0.0,100.0
2193,2193.0,0.0,0.8,2193.0,2002-01-02,50.2,21.5,0.6,100.0
2194,2194.0,0.0,0.8,2194.0,2002-01-03,52.6,21.2,0.5,100.0
2195,2195.0,0.0,0.8,2195.0,2002-01-04,51.7,20.8,1.2,100.0
2196,2196.0,0.0,0.8,2196.0,2002-01-05,50.3,21.0,1.1,100.0
2197,2197.0,0.0,0.8,2197.0,2002-01-06,51.7,21.0,1.6,100.0
2198,2198.0,0.0,0.8,2198.0,2002-01-07,49.4,21.3,1.6,100.0
2199,2199.0,0.0,1,2199.0,2002-01-08,50.3,22.3,1.2,100.0
2200,2200.0,0.0,1,2200.0,2002-01-09,59.0,20.6,0.3,100.0
2201,2201.0,0.0,-99.9,2201.0,2002-01-10,53.1,19.8,3.0,100.0
2202,2202.0,0.0,-99.9,2202.0,2002-01-11,52.1,21.0,5.2,100.0
2203,2203.0,0.0,-99.9,2203.0,2002-01-12,53.7,21.5,2.9,100.0
2204,2204.0,0.0,-99.9,2204.0,2002-01-13,62.3,23.6,2.5,93.7
2205,2205.0,10.2,1.3,2205.0,2002-01-14,92.8,12.0,8.6,97.4
2206,2206.0,10.2,0.8,2206.0,2002-01-15,65.7,16.2,4.5,100.0
2207,2207.0,0.0,0.5,2207.0,2002-01-16,79.9,13.5,5.9,100.0
2208,2208.0,0.0,0.5,2208.0,2002-01-17,48.3,22.0,5.7,100.0
2209,2209.0,0.0,1.5,2209.0,2002-01-18,81.9,12.7,4.8,100.0
2210,2210.0,0.4,-99.9,2210.0,2002-01-19,48.2,19.7,4.2,100.0
2211,2211.0,0.0,-99.9,2211.0,2002-01-20,48.0,18.4,2.2,100.0
2212,2212.0,0.0,0.8,2212.0,2002-01-21,46.3,20.6,1.5,100.0
2213,2213.0,0.0,0.8,2213.0,2002-01-22,55.7,20.0,-0.5,100.0
2214,2214.0,0.0,1.1,2214.0,2002-01-23,61.1,18.6,0.0,100.0
2215,2215.0,0.0,1.2,2215.0,2002-01-24,39.4,18.4,2.6,100.0
2216,2216.0,0.0,1.6,2216.0,2002-01-25,82.2,13.2,2.0,100.0
2217,2217.0,10.3,-99.9,2217.0,2002-01-26,94.8,9.0,7.0,100.0
2218,2218.0,2.7,-99.9,2218.0,2002-01-27,64.1,15.5,6.2,100.0
2219,2219.0,0.0,0.8,2219.0,2002-01-28,48.5,19.7,5.6,100.0
2220,2220.0,0.0,1.2,2220.0,2002-01-29,50.1,19.9,1.5,100.0
2221,2221.0,0.0,1,2221.0,2002-01-30,53.8,19.0,2.5,100.0
2222,2222.0,0.0,1,2222.0,2002-01-31,67.0,20.7,3.2,96.9
2223,2223.0,0.0,1,2223.0,2002-02-01,49.3,22.0,5.0,100.0
2224,2224.0,0.0,0.9,2224.0,2002-02-02,57.3,21.0,4.8,100.0
2225,2225.0,0.0,1.2,2225.0,2002-02-03,52.0,20.8,5.5,100.0
2226,2226.0,0.0,1.2,2226.0,2002-02-04,43.9,21.5,3.4,94.2
2227,2227.0,0.0,1.2,2227.0,2002-02-05,47.0,24.8,5.0,97.3
2228,2228.0,0.0,1.2,2228.0,2002-02-06,63.0,18.0,9.1,97.6
2229,2229.0,0.0,0.6,2229.0,2002-02-07,45.6,24.1,5.6,100.0
2230,2230.0,0.0,1.2,2230.0,2002-02-08,40.7,24.4,4.0,98.6
2231,2231.0,0.0,1.5,2231.0,2002-02-09,45.3,18.4,5.6,87.4
2232,2232.0,15.0,1.4,2232.0,2002-02-10,53.8,23.3,8.0,87.6
2233,2233.0,0.0,1.2,2233.0,2002-02-11,25.2,24.0,3.7,100.0
2234,2234.0,0.0,1.3,2234.0,2002-02-12,41.9,23.8,3.6,100.0
2235,2235.0,0.0,1.2,2235.0,2002-02-13,47.8,24.2,4.5,100.0
2236,2236.0,0.0,1.2,2236.0,2002-02-14,51.5,24.1,5.6,97.4
2237,2237.0,0.0,1,2237.0,2002-02-15,42.7,24.0,6.4,96.1
2238,2238.0,0.0,0.9,2238.0,2002-02-16,47.9,24.2,6.5,97.4
2239,2239.0,0.0,0.8,2239.0,2002-02-17,48.1,24.5,5.3,92.0
2240,2240.0,0.0,1.5,2240.0,2002-02-18,60.7,23.9,6.0,97.3
2241,2241.0,0.0,1.6,2241.0,2002-02-19,43.6,24.0,7.1,97.4
2242,2242.0,0.0,1.3,2242.0,2002-02-20,48.8,24.9,6.0,92.2
2243,2243.0,0.0,1.4,2243.0,2002-02-21,48.1,25.0,6.4,100.0
2244,2244.0,0.0,1.7,2244.0,2002-02-22,35.8,28.2,6.2,96.3
2245,2245.0,7.0,2.1,2245.0,2002-02-23,72.9,15.0,6.8,83.4
2246,2246.0,7.9,0.8,2246.0,2002-02-24,37.9,21.3,4.8,100.0
2247,2247.0,0.0,-99.9,2247.0,2002-02-25,55.7,22.7,4.7,97.4
2248,2248.0,0.0,-99.9,2248.0,2002-02-26,61.0,22.6,6.2,100.0
2249,2249.0,0.0,-99.9,2249.0,2002-02-27,55.5,23.5,6.7,97.5
2250,2250.0,0.0,-99.9,2250.0,2002-02-28,58.8,23.5,8.5,100.0
2251,2251.0,0.6,1.7,2251.0,2002-03-01,62.5,17.0,10.4,87.8
2252,2252.0,5.6,0.8,2252.0,2002-03-02,53.3,23.7,5.0,100.0
2253,2253.0,0.0,1.5,2253.0,2002-03-03,55.6,24.0,6.5,100.0
2254,2254.0,0.0,1.9,2254.0,2002-03-04,85.0,22.7,7.8,100.0
2255,2255.0,30.5,1.5,2255.0,2002-03-05,64.0,22.5,8.2,90.0
2256,2256.0,0.0,1.5,2256.0,2002-03-06,64.0,23.8,8.8,98.8
2257,2257.0,0.0,1.8,2257.0,2002-03-07,32.4,25.6,7.0,95.0
2258,2258.0,0.0,1.4,2258.0,2002-03-08,33.7,26.5,6.2,83.8
2259,2259.0,0.0,1.9,2259.0,2002-03-09,55.4,27.1,7.7,82.4
2260,2260.0,0.0,1.5,2260.0,2002-03-10,56.6,27.5,9.8,92.2
2261,2261.0,0.0,1.6,2261.0,2002-03-11,41.4,28.0,11.7,95.7
2262,2262.0,0.0,1.9,2262.0,2002-03-12,17.5,25.4,11.6,90.5
2263,2263.0,0.0,2.1,2263.0,2002-03-13,47.0,26.2,9.8,85.5
2264,2264.0,0.0,1.9,2264.0,2002-03-14,55.3,25.0,7.8,86.0
2265,2265.0,0.0,1.6,2265.0,2002-03-15,73.6,24.6,9.5,93.2
2266,2266.0,26.0,-99.9,2266.0,2002-03-16,59.1,24.2,10.0,100.0
2267,2267.0,0.0,-99.9,2267.0,2002-03-17,58.3,27.0,10.5,95.7
2268,2268.0,0.0,1.4,2268.0,2002-03-18,49.4,27.8,11.0,100.0
2269,2269.0,0.0,1.2,2269.0,2002-03-19,58.1,27.0,12.3,91.7
2270,2270.0,24.2,1.1,2270.0,2002-03-20,53.0,26.2,12.0,100.0
2271,2271.0,,1.7,2271.0,2002-03-21,48.6,27.5,9.8,81.6
2272,2272.0,0.0,1.5,2272.0,2002-03-22,62.1,26.1,11.6,89.8
2273,2273.0,3.9,1.8,2273.0,2002-03-23,36.4,26.8,9.5,96.7
2274,2274.0,0.0,1.7,2274.0,2002-03-24,40.8,27.8,10.2,89.2
2275,2275.0,1.0,2.1,2275.0,2002-03-25,46.3,26.0,7.3,95.2
2276,2276.0,0.0,1.4,2276.0,2002-03-26,36.5,26.7,9.6,83.4
2277,2277.0,0.0,1.9,2277.0,2002-03-27,62.7,25.0,9.0,81.1
2278,2278.0,0.0,1.8,2278.0,2002-03-28,78.6,23.7,9.8,75.4
2279,2279.0,1.2,1.5,2279.0,2002-03-29,78.6,23.7,12.1,89.3
2280,2280.0,,1,2280.0,2002-03-30,49.8,26.6,12.4,93.9
2281,2281.0,1.8,2.2,2281.0,2002-03-31,81.8,25.0,10.5,72.0
2282,2282.0,29.4,3.4,2282.0,2002-04-01,56.9,23.0,7.8,93.8
2283,2283.0,0.0,1.4,2283.0,2002-04-02,59.3,24.4,12.2,88.5
2284,2284.0,0.0,1.3,2284.0,2002-04-03,70.6,26.5,12.7,86.1
2285,2285.0,0.0,1.8,2285.0,2002-04-04,61.4,26.8,13.5,90.2
2286,2286.0,0.0,1.8,2286.0,2002-04-05,59.5,27.5,14.0,93.2
2287,2287.0,0.0,1.2,2287.0,2002-04-06,76.5,26.8,14.9,96.0
2288,2288.0,,0.8,2288.0,2002-04-07,56.4,27.4,14.0,68.7
2289,2289.0,0.4,1.6,2289.0,2002-04-08,31.8,27.6,10.6,83.7
2290,2290.0,0.0,1.3,2290.0,2002-04-09,68.7,25.7,9.2,72.1
2291,2291.0,1.6,1.5,2291.0,2002-04-10,68.7,25.7,9.2,72.1
2292,2292.0,0.0,1.4,2292.0,2002-04-11,53.4,25.5,8.5,91.1
2293,2293.0,0.0,1.1,2293.0,2002-04-12,52.3,25.6,12.6,84.0
2294,2294.0,0.0,0.7,2294.0,2002-04-13,67.1,25.6,13.4,80.0
2295,2295.0,0.0,1.1,2295.0,2002-04-14,62.0,28.5,14.0,89.9
2296,2296.0,0.0,1.4,2296.0,2002-04-15,52.3,31.5,15.2,82.5
2297,2297.0,0.0,1.4,2297.0,2002-04-16,37.9,31.6,15.2,82.8
2298,2298.0,,1.5,2298.0,2002-04-17,35.4,31.0,15.7,77.9
2299,2299.0,0.0,1.5,2299.0,2002-04-18,56.0,31.2,14.3,79.0
2300,2300.0,0.4,1.8,2300.0,2002-04-19,58.4,30.0,14.7,73.2
2301,2301.0,12.6,2.6,2301.0,2002-04-20,51.4,28.4,12.4,80.6
2302,2302.0,6.8,1,2302.0,2002-04-21,89.4,23.6,15.3,98.0
2303,2303.0,6.4,0.7,2303.0,2002-04-22,61.8,26.2,14.2,90.3
2304,2304.0,0.0,1,2304.0,2002-04-23,59.9,29.0,14.2,92.4
2305,2305.0,,1.6,2305.0,2002-04-24,61.7,23.7,14.9,86.6
2306,2306.0,15.8,1.6,2306.0,2002-04-25,59.3,26.5,8.6,82.9
2307,2307.0,0.0,1.7,2307.0,2002-04-26,50.2,27.6,13.0,78.4
2308,2308.0,,1.5,2308.0,2002-04-27,76.7,28.7,16.5,90.3
2309,2309.0,18.7,1.6,2309.0,2002-04-28,67.5,25.8,11.5,91.7
2310,2310.0,0.0,1.5,2310.0,2002-04-29,69.5,27.3,13.4,86.7
2311,2311.0,0.0,1.1,2311.0,2002-04-30,58.1,28.6,14.3,76.7
2312,2312.0,,1.8,2312.0,2002-05-01,94.1,25.5,14.2,77.1
2313,2313.0,8.0,0.9,2313.0,2002-05-02,67.8,27.5,15.2,87.5
2314,2314.0,0.0,1.6,2314.0,2002-05-03,66.5,28.6,16.1,82.3
2315,2315.0,3.2,1.9,2315.0,2002-05-04,74.2,27.6,16.1,92.6
2316,2316.0,3.2,1.6,2316.0,2002-05-05,59.2,27.8,15.4,85.1
2317,2317.0,0.0,1.3,2317.0,2002-05-06,60.4,29.0,17.5,81.2
2318,2318.0,0.0,1.5,2318.0,2002-05-07,69.2,27.2,19.3,82.1
2319,2319.0,1.1,1.1,2319.0,2002-05-08,67.8,23.0,18.5,94.6
2320,2320.0,9.0,-99.9,2320.0,2002-05-09,68.4,25.8,16.5,93.2
2321,2321.0,0.0,-99.9,2321.0,2002-05-10,63.2,28.8,16.5,79.7
2322,2322.0,0.0,1.3,2322.0,2002-05-11,67.8,31.0,20.0,70.7
2323,2323.0,15.6,1.6,2323.0,2002-05-12,59.3,28.5,18.0,98.1
2324,2324.0,0.6,1,2324.0,2002-05-13,88.1,29.0,19.6,80.3
2325,2325.0,1.0,0.9,2325.0,2002-05-14,73.6,28.4,19.5,82.8
2326,2326.0,,0.8,2326.0,2002-05-15,82.0,26.0,20.5,88.3
2327,2327.0,11.0,0.8,2327.0,2002-05-16,82.8,21.8,18.4,94.5
2328,2328.0,43.6,0.7,2328.0,2002-05-17,60.1,29.1,16.7,85.2
2329,2329.0,0.0,1.2,2329.0,2002-05-18,55.1,31.5,16.6,80.6
2330,2330.0,0.0,1.2,2330.0,2002-05-19,37.7,30.5,15.6,77.3
2331,2331.0,0.0,1,2331.0,2002-05-20,47.5,30.4,14.4,67.7
2332,2332.0,0.0,1,2332.0,2002-05-21,57.9,29.5,17.2,77.4
2333,2333.0,0.3,1.3,2333.0,2002-05-22,62.0,28.0,16.3,76.8
2334,2334.0,18.3,1.3,2334.0,2002-05-23,87.6,24.3,16.4,96.1
2335,2335.0,17.0,0.6,2335.0,2002-05-24,84.0,24.6,16.0,96.0
2336,2336.0,4.2,1.5,2336.0,2002-05-25,79.5,23.8,15.8,78.9
2337,2337.0,0.3,0.1,2337.0,2002-05-26,67.7,25.6,16.0,82.2
2338,2338.0,5.2,0.9,2338.0,2002-05-27,89.5,26.5,16.0,67.5
2339,2339.0,14.2,1.2,2339.0,2002-05-28,87.2,25.3,15.8,84.0
2340,2340.0,3.0,0.5,2340.0,2002-05-29,69.2,26.7,16.0,96.2
2341,2341.0,,1,2341.0,2002-05-30,75.8,28.0,17.8,94.9
2342,2342.0,3.0,1,2342.0,2002-05-31,69.0,30.5,17.4,83.0
2343,2343.0,,1.2,2343.0,2002-06-01,72.0,29.4,17.5,86.3
2344,2344.0,,2.1,2344.0,2002-06-02,52.7,30.5,19.0,75.8
2345,2345.0,5.6,1.6,2345.0,2002-06-03,63.0,28.5,18.0,82.8
